category,code,name,price,quantity
SETCO,L4675R,395 DIA DISC ASSY ORGANIC,7927.00,1.00
SETCO,L4676R,395 DIA COVER ASSY-DIAPHRAGM,11794.00,0.00
SETCO,L4695R,395MM CERAMIC DISCS AMW,9100.00,0.00
SETCO,L4701R,380 DIA CUSHION CERAMIC DISC ASSY,7190.00,18.00
SETCO,L4703R,380 DIA CUSHION CERAMIC COVER ASSY 1.75,15840.00,6.00
SETCO,L4713R,310 DIA Disc Assy Organic,3175.00,42.00
SETCO,L4725R,380 DIA CR BRG ASSY (SELF),2000.00,23.00
SETCO,L4735R,352 DIA P.P KIT PUSH TYPE,3360.00,0.00
SETCO,L4738R,352 DIA PUSH TYPE SPRING KIT,1395.00,0.00
SETCO,L4881R,C.R. BEARING,2450.00,87.00
SETCO,L4947R,430 DIA DP ASSY AC019,15246.00,1.00
SETCO,L4951R,CB RELEASE BEARING,5695.00,0.00
SETCO,L4958R,430 DIA COVER ASSY AC701,23021.00,1.00
SETCO,L5067R,"380 DIA 14"" Spring Kit A.L.",715.00,26.00
SETCO,L5068R,"352 DIA 14"" Repair Kit Minor A.L.",1202.40,27.00
SETCO,L5069R,352 DIA BACK PLATE,3100.00,0.00
SETCO,L5070R,"380 DIA 15"" Spring Kit A.L.",900.00,22.00
SETCO,L5071R,"380 DIA 15"" Repair Kit Minor A.L.",1220.00,18.00
SETCO,L5072R,"380 DIA 15"" Back Plate A.L.",3370.00,5.00
SETCO,L5417R,"380 DIA DISC ASSY 1.75"" ORG",6850.00,243.00
SETCO,L5613R,330 DIA CERAMIC DISC ASSY,4840.00,50.00
SETCO,L5615R,352 DIA DP 1.75 SPLINE CERAMAIC,5280.00,265.00
SETCO,L6449R,Disc Plate Assy 430 DIA Scania,15246.00,3.00
